Asset,Split,lag,empirical_acf,ou_implied_acf,abs_error,squared_error
BTC,train,49,0.08428140531698858,0.0017250338793199408,0.08255637143766864,0.006815554464954311
BTC,train,50,0.07883847340318521,0.0015149759684477287,0.07732349743473749,0.005978923255539855
BTC,train,51,0.07378485819033177,0.0013304968745767186,0.07245436131575506,0.005249634473673982
BTC,train,52,0.07131990740891012,0.0011684818572219448,0.07015142555168817,0.004921222506934048
BTC,train,53,0.07033043466878164,0.0010261954588139974,0.06930423920996764,0.004803077572472417
BTC,train,54,0.06983156090531639,0.0009012353193006798,0.06893032558601571,0.004751389785394132
BTC,train,55,0.06785918845872956,0.0007914916147589556,0.0670676968439706,0.004498075959954744
BTC,train,56,0.06508699061524922,0.0006951114351797093,0.06439187918006951,0.00414631410434067
BTC,train,57,0.06250380911668832,0.0006104674999807103,0.061893341616707606,0.00383078573648247
BTC,train,58,0.06192228357159062,0.0005361306830412752,0.061386152888549345,0.003768259766456355
BTC,train,59,0.06251866224403696,0.00047084588337198413,0.062047816360664976,0.003849931515126804
BTC,train,60,0.06255608355497266,0.00041351083402043666,0.06214257272095223,0.003861699344378836
BTC,train,61,0.06036045403611546,0.0003631574914231294,0.05999729654469233,0.0035996755926717503
BTC,train,62,0.05674397732060378,0.0003189356909817321,0.05642504162962205,0.0031837853229045813
BTC,train,63,0.05330939649549389,0.0002800987929049132,0.053029297702588976,0.0028121064148298085
BTC,train,64,0.050838902079596446,0.00024599107596046127,0.050592911003635985,0.002559642643821831
BTC,train,65,0.048473825701776135,0.00021603666629412308,0.048257789035482015,0.0023288142025930884
BTC,train,66,0.04554669568246279,0.00018972981438960805,0.04535696586807318,0.0020572543527575555
BTC,train,67,0.042222068922688316,0.0001666263560061905,0.04205544256668212,0.0017686602494794987
BTC,train,68,0.03966622013279481,0.00014633621292059015,0.039519883919874224,0.0015618212250403333
BTC,train,69,0.03790559784074608,0.00012851680685584165,0.03777708103389024,0.0014271078514411098
BTC,train,70,0.03711874098483678,0.00011286727539808948,0.03700587370943869,0.0013694346889989257
BTC,train,71,0.03646443169198182,9.912339224298998e-05,0.03636530829973883,0.0013224356477350538
BTC,train,72,0.035315747161818706,8.705310600528559e-05,0.03522869405581342,0.001241060884878104
BTC,train,73,0.03281654671583193,7.645262226892183e-05,0.03274009409356301,0.0010719137612553594
BTC,train,74,0.029466459201145996,6.714296272713753e-05,0.02939931623841886,0.0008643197952865588
BTC,train,75,0.026696516938634413,5.896694331713412e-05,0.02663754999531728,0.0007095590697530276
BTC,train,76,0.025094295819249157,5.1786520328224214e-05,0.025042509298920934,0.0006271272719865415
BTC,train,77,0.023838211846588988,4.5480459675214544e-05,0.023792731386913773,0.0005660940668498318
BTC,train,78,0.0217922789527506,3.9942289985092435e-05,0.021752336662765506,0.0004731641502902924
BTC,train,79,0.018740316036731937,3.507850493698181e-05,0.018705237531794955,0.0003498859111208706
BTC,train,80,0.015595806586605226,3.08069845037206e-05,0.015564999602101505,0.00024226921261342001
BTC,train,81,0.013097819084856147,2.7055608439341327e-05,0.013070763476416804,0.0001708448578564315
BTC,train,82,0.01155994454850882,2.3761038602611435e-05,0.01153618350990621,0.00013308352997423194
BTC,train,83,0.010368794142026388,2.086764955741412e-05,0.010347926492468974,0.00010707958269354124
BTC,train,84,0.0092670698798298,1.8326589394252615e-05,0.009248743290435547,8.553925245237656e-05
BTC,train,85,0.007864786543712792,1.6094954915811425e-05,0.007848691588796981,6.160195965605248e-05
BTC,train,86,0.00662702675704502,1.4135067260427736e-05,0.006612891689784592,4.3730336500822124e-05
BTC,train,87,0.004746571405286619,1.2413835733117565e-05,0.004734157569553502,2.2412247893360717e-05
BTC,train,88,0.0024102412955369023,1.0902199103095264e-05,0.002399339096433807,5.756828099675798e-06
BTC,train,89,-0.0007058443782327419,9.574634934667502e-06,0.0007154190131674093,5.118243644014299e-07
BTC,train,90,-0.0030476487795879645,8.40872866705655e-06,0.003056057508255021,9.339487493761887e-06
BTC,train,91,-0.004569616996083185,7.384795167507246e-06,0.004577001791250692,2.0948945397112046e-05
BTC,train,92,-0.004716665597229684,6.4855463679895676e-06,0.004723151143597674,2.2308156725268015e-05
BTC,train,93,-0.004633873282281731,5.695799373883095e-06,0.004639569081655614,2.152560126345472e-05
BTC,train,94,-0.003914648419908775,5.002220116357549e-06,0.003919650640025133,1.5363661139849436e-05
BTC,train,95,-0.0038063073574928492,4.393098220282523e-06,0.003810700455713132,1.4521437963172271e-05
BTC,train,96,-0.0037594726978377882,3.858149286541711e-06,0.00376333084712433,1.4162659064917527e-05
BTC,train,97,-0.005702640498841878,3.3883412504911005e-06,0.005706028840092369,3.255876512396587e-05
BTC,train,98,-0.008652269505295834,2.975741884801604e-06,0.008655245247180636,7.491327028884299e-05
BTC,train,99,-0.012979572406348545,2.6133848719278696e-06,0.012982185791220473,0.00016853714791776673
BTC,train,100,-0.016269347392126703,2.2951521849741335e-06,0.01627164254431168,0.00026476635108985385
BTC,train,101,-0.018662442441614722,2.0156707910785403e-06,0.018664458112405802,0.0003483619966297507
BTC,train,102,-0.02026566183595344,1.7702219332584165e-06,0.020267432057886697,0.0004107688022210534
BTC,train,103,-0.02212966397097431,1.554661459033397e-06,0.022131218632433343,0.0004897908381565648
BTC,train,104,-0.023885814152785068,1.3653498506568453e-06,0.023887179502635726,0.0005705973445911404
BTC,train,105,-0.02521976630109058,1.1990907755877055e-06,0.02522096539186617,0.0006360970952977111
BTC,train,106,-0.02548582159674855,1.0530771196904706e-06,0.02548687467386824,0.0006495807806414663
BTC,train,107,-0.025332988554644324,9.248435919891405e-07,0.025333913398236315,0.0006418071680693375
BTC,train,108,-0.02500532794112584,8.122251007549982e-07,0.025006140166226595,0.0006253070460129711
BTC,train,109,-0.0257474226349177,7.13320198151098e-07,0.025748135955115853,0.0006629665051631297
BTC,train,110,-0.02784781698928886,6.264589762337391e-07,0.027848443448265092,0.0007755358024912189
BTC,train,111,-0.03083433961541855,5.501748722678032e-07,0.03083488979029082,0.000950790428379381
BTC,train,112,-0.03303459439567169,4.831799073175952e-07,0.03303507757557901,0.0010913163504245233
